,fas_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
1866,17283,The Three Jolly Wheelers,"735 Chigwell Road, Woodford Green, Chigwell, Essex",IG8 8AS,542653,192011.0,51.608869,0.058699,Redbridge
8958,83420,Aria Bar,"31 Longbridge Road, Barking",IG11 8TN,544481,184425.0,51.54024,0.081962,Barking and Dagenham
8959,83454,Barking Arms Ltd,"25-27 Station Parade, Barking",IG11 8TU,544404,184344.0,51.539531,0.080819,Barking and Dagenham
8960,83461,Barking football Club,"Barking Football Club, Lodge Avenue, Dagenham",RM8 2JR,546614,185058.0,51.545377,0.11296,Barking and Dagenham
8961,83464,Barking Indoor Bowls Club Ltd,"Indoor Bowls Hall, Barking Prk, Longbridge Road, Barking",IG11 8TA,544692,184653.0,51.542225,0.085096,Barking and Dagenham
8962,83470,Barking Rugby Union Football Club,"Gale Street, Dagenham",RM9 4TX,547647,183924.0,51.53492,0.127357,Barking and Dagenham
8963,83477,Barking United Services Club,"79 Blake Avenue, Barking",IG11 9SF,545650,183656.0,51.53303,0.098489,Barking and Dagenham
8964,83481,Beacon Tree,"Beacon Tree, 945 Green Lane, Dagenham",RM8 1DJ,548489,186902.0,51.561457,0.140758,Barking and Dagenham
8965,83563,Chadwell Heath Cricket Club,"St Chads Park, West Road, Chadwell Heath",RM6 6YA,547980,188485.0,51.575822,0.134086,Barking and Dagenham
8966,83601,Coopers Arms,"Coopers Arms, 2 High Road, Chadwell Heath",RM6 6PR,547831,187930.0,51.570866,0.131704,Barking and Dagenham
8967,83623,Dagenham Bowling,"Dagenham Leisure Park, Cook Road, Dagenham",RM9 6UQ,548237,183680.0,51.532573,0.135769,Barking and Dagenham
8968,83624,Dagenham Conservative & Social Club,"8-12 Salisbury Road, Dagenham",RM10 8TT,549853,184562.0,51.540071,0.159424,Barking and Dagenham
8969,83632,Dagenham Trades Hall,"Dagenham Trades Hall, Charlotte Road, Dagenham",RM10 8TD,549728,184662.0,51.541003,0.157666,Barking and Dagenham
8970,83646,Deuce Lounge,"20-22 London Road, Barking",IG11 8AG,544217,184197.0,51.538258,0.078064,Barking and Dagenham
8971,83664,Eastbrook Hotel Ph,"Eastbrook Hotel Ph, Dagenham Road, Dagenham",RM10 7UP,550158,185947.0,51.552425,0.164409,Barking and Dagenham
8972,83870,Kings Lounge,"2 Linton Road, Barking",IG11 8HG,544261,184275.0,51.538948,0.07873,Barking and Dagenham
8973,83909,Lord Denman PH,"Lord Denman Ph, 270-272 Heathway, Dagenham",RM10 8QS,549064,184737.0,51.541852,0.14813,Barking and Dagenham
8974,83954,ME 'N' O'Briens,"26-28 Goresbrook Road, Dagenham",RM9 6UR,549009,183667.0,51.532252,0.146884,Barking and Dagenham
8975,83956,Mecca Bingo Club,"Cook Road, Dagenham",RM9 6UQ,548237,183680.0,51.532573,0.135769,Barking and Dagenham
8976,83987,Nelson Snooker,"Nelson Snooker, 667-671 Green Lane, Dagenham",RM8 1YA,547206,186992.0,51.562601,0.122286,Barking and Dagenham
8977,84120,Royal British Legion Club,"541 Becontree Avenue, Dagenham",RM8 3JP,548209,186645.0,51.559221,0.136613,Barking and Dagenham
8978,84121,Royal British Legion Dagenham Club,"Rectory Road, Dagenham",RM10 9SA,549487,184443.0,51.539099,0.1541,Barking and Dagenham
8979,84145,Scrattons Community Association Ltd,"Scrattons Community Association Ltd, Morrison Road, Barking",IG11 0UA,548021,183437.0,51.530436,0.132554,Barking and Dagenham
8980,84247,Thatched House,"The Thatched House Ph, Ripple Road, Barking",IG11 9PG,546139,183715.0,51.533425,0.105558,Barking and Dagenham
8981,84248,The Admiral Vernon,"141 Broad Street, Dagenham",RM10 9HP,549269,184158.0,51.536587,0.150838,Barking and Dagenham
8982,84249,The Avenues Social Club Limited,"231 Dagenham Road, Rush Green",RM7 0TH,550877,187170.0,51.563231,0.175296,Barking and Dagenham
8983,84250,The Barking Dog,"The Barking Dog Ph, 61 Station Parade, Barking",IG11 8TU,544404,184344.0,51.539531,0.080819,Barking and Dagenham
8984,84251,The Bowl Bar (City Pavilion),"Collier Row Road, Romford",RM5 2BH,548842,190704.0,51.595516,0.147456,Barking and Dagenham
8985,84254,The Cedars Club,"Cedars Club, Mill Lane, Chadwell Heath",RM6 6TT,548119,188160.0,51.572857,0.135954,Barking and Dagenham
8986,84256,The Cherry Tree Ph,"Wood Lane, Dagenham",RM8 3LJ,548088,185910.0,51.552649,0.13456,Barking and Dagenham
8987,84261,The Club,"The Club, 121 Broad Street, Dagenham",RM10 9HP,549269,184158.0,51.536587,0.150838,Barking and Dagenham
8988,84265,The Cross Keys,"Crown Street, Dagenham",RM10 9XA,549848,184484.0,51.539372,0.159319,Barking and Dagenham
8989,84271,The Harrow,"The Harrow Ph, Billet Road, Romford",RM6 5PT,548079,189938.0,51.588852,0.136126,Barking and Dagenham
8990,84273,The Jolly Fisherman PH,"The Jolly Fisherman Ph, 108 North Street, Barking",IG11 8LA,543950,184520.0,51.541229,0.07435,Barking and Dagenham
8991,84274,The Lighterman,"109 Bastable Avenue, Barking",IG11 0NX,545988,183172.0,51.528594,0.103158,Barking and Dagenham
8992,84281,The Royal Oak,"Royal Oak, 203 Longbridge Road, Barking",IG11 8UF,545147,185139.0,51.546476,0.091853,Barking and Dagenham
8993,84282,The Ship & Shovel,"Ripple Road, Barking",IG11 0SN,546897,183604.0,51.53224,0.116432,Barking and Dagenham
8994,84283,The Spotted Dog,"13-15 Longbridge Road, Barking",IG11 8TN,544481,184425.0,51.54024,0.081962,Barking and Dagenham
8995,84286,The Three Travellers,"The Three Travellers Ph, Wood Lane, Dagenham",RM10 7DS,549117,186860.0,51.560905,0.149792,Barking and Dagenham
8996,84288,The Victoria,"The Victoria Ph, Axe Street, Barking",IG11 7LZ,544313,183903.0,51.535592,0.079328,Barking and Dagenham
8997,84290,The White Horse,"118 High Road, Chadwell Heath",RM6 6NU,548189,188035.0,51.571715,0.13691,Barking and Dagenham
8998,84296,Tollgate Tavern Public House,"High Road, Chadwell Heath",RM6 6QT,548491,188131.0,51.572499,0.141305,Barking and Dagenham
8999,84373,Ace Of Club's,"Wingate And Finchley Football Club,  Summers Lane, London",N12 0PD,526634,191269.0,51.606027,-0.172783,Barnet
9000,84388,Age Concern Barnet,"Meritage Club,  Church End, London",NW4 4JT,522912,189526.0,51.591187,-0.227097,Barnet
9001,84390,Ahir Lorenzo's Bar Restaurant,"298 Nether Street, London",N3 1RJ,525064,190865.0,51.602747,-0.195571,Barnet
9002,84398,Albanian Association,"Albanian Association,  Summers Lane, London",N12 0PD,526634,191269.0,51.606027,-0.172783,Barnet
9003,84446,Arkley Golf Club,"Arkley Golf Club, 49 Rowley Green Road, Barnet",EN5 3HL,521961,195799.0,51.647769,-0.238636,Barnet
9004,84481,Bald Faced Stag,"Bald Faced Stag, 69 High Road, London",N2 8AB,527237,189406.0,51.589149,-0.164741,Barnet
9005,84493,Barnet Copthall Leisure Centre,"Barnet Copthall Leisure Centre,  Champions Way, London",NW4 1PX,522894,191081.0,51.605174,-0.226812,Barnet
9006,84500,Barnet Pool Club,"101 High Street, Barnet",EN5 5UZ,524460,196752.0,51.655777,-0.202198,Barnet
9007,84560,Blarneys Free House,"128 Burnt Oak Broadway, Edgware",HA8 0BB,520074,190574.0,51.601217,-0.267686,Barnet
9008,84572,Bodens,"99 East Barnet Road, Barnet",EN4 8RF,526819,195976.0,51.648277,-0.168396,Barnet
9009,84595,Brondesbury Cricket Tennis Bowls & Squash Club,"Brondesbury Cricket Tennis And Squash Club, 5 Harman Drive, London",NW2 2EB,524400,185936.0,51.558588,-0.206898,Barnet
9010,84606,Builders Arms,"Builders Arms, 3 Albert Road, Barnet",EN4 9SH,526472,196257.0,51.650889,-0.173307,Barnet
9011,84666,Camden Playing Fields Sports And Social Club,"Old Camdenians Football Club,  Burtonhole Lane, London",NW7 1AS,523547,192816.0,51.620624,-0.216777,Barnet
9012,84684,Catcher In The Rye,"315 Regents Park Road, London",N3 1DP,525040,190525.0,51.599697,-0.196039,Barnet
9013,84687,Cavalier Public House,"67 Russell Lane, London",N20 0BB,527593,193929.0,51.629715,-0.15796,Barnet
9014,84814,Cricklewood Trades Hall Club And Institute,"134 Cricklewood Lane, London",NW2 2DP,524240,186075.0,51.559882,-0.209156,Barnet
9015,84839,Darren O'Brien,"243 Golders Green Road, London",NW11 9PN,524263,188131.0,51.578345,-0.208098,Barnet
9016,84840,David Lloyd Club,"David Lloyd Leisure Centre,  Leisure Way, London",N12 0QZ,526518,191247.0,51.605864,-0.17445,Barnet
9017,84898,East Barnet Golf Club,"East Barnet Golf Club,  Clifford Road, Barnet",EN5 5NY,525876,196897.0,51.656765,-0.181687,Barnet
9018,84900,East Barnet Valley United Services Club,"23 East Barnet Road, Barnet",EN4 8RN,526630,196142.0,51.64982,-0.171066,Barnet
9019,84906,East Finchley Constitutional Club,"East Finchley Constitutional Club,  The Walks, London",N2 8DE,526933,189788.0,51.592651,-0.168988,Barnet
9020,84922,Edgware Constitutional Club,"49 Manor Park Crescent, Edgware",HA8 7LY,519310,191861.0,51.612954,-0.278274,Barnet
9021,84934,Elephant Inn,"Elephant Inn, 283 Ballards Lane, London",N12 8NR,526128,191854.0,51.611398,-0.179861,Barnet
9022,84986,Finchley Bowling Club,"Finchley Bowling Club,  Etchingham Park Road, London",N3 2DT,525935,191281.0,51.606292,-0.182852,Barnet
9023,84991,Finchley Golf Club,"Nether Court,  Frith Lane, London",NW7 1PU,524591,191645.0,51.609861,-0.20212,Barnet
9024,84995,Finchley Lawn Tennis Club,"Finchley Lawn Tennis Club,  Brent Way, London",N3 1AJ,525024,191567.0,51.609074,-0.195898,Barnet
9025,84996,Finchley Lido,"Great North Leisure Park,  Chaplin Square, London",N12 0GL,526582,191132.0,51.604808,-0.173568,Barnet
9026,84997,"Finchley Manor Lawn Tennis, Squash And Health Club","Finchley Manor Lawn Tennis And Squash Rackets Club,  Lyndhurst Gardens, London",N3 1TD,524474,190734.0,51.6017,-0.204132,Barnet
9027,85003,Finchley United Services Club,"307 Ballards Lane, London",N12 8LY,526259,192023.0,51.612887,-0.177923,Barnet
9028,85044,Friary Park Bowling Club,"Friary Park,  Friary Road, London",N20 0NR,527353,192773.0,51.619381,-0.161845,Barnet
9029,85061,Funky Brownz,"63 The Hyde, London",NW9 6LE,521473,188686.0,51.583949,-0.248149,Barnet
9030,85067,Gallery,"407 Hendon Way, London",NW4 3LH,522919,188511.0,51.582063,-0.227351,Barnet
9031,85073,Gate Lodge,"622 Finchley Road, London",NW11 7RR,525184,187350.0,51.571131,-0.195092,Barnet
9032,85078,Gertie Brownes,"95 High Road, London",N2 8AG,527219,189583.0,51.590744,-0.164936,Barnet
9033,85111,Grahame Park Youth Centre,"Grahame Park Young Peoples Activity Centre,  Corner Mead, London",NW9 5RA,521915,190837.0,51.603194,-0.241026,Barnet
9034,85131,Guns And Smoke,"1 Church Passage, Barnet",EN5 4QS,524493,196505.0,51.653559,-0.201808,Barnet
9035,85137,Hadley Hotel,"Hadley Hotel, 113 Hadley Road, Barnet",EN5 5QN,525754,196868.0,51.656541,-0.18346,Barnet
9036,85146,Hampstead Golf Club,"82 Winnington Road, London",N2 0TU,526626,187491.0,51.572068,-0.174246,Barnet
9037,85165,Hendon Golf Club,"Hendon Golf Club,  Ashley Walk, London",NW7 1DG,523348,191298.0,51.607016,-0.220184,Barnet
9038,85174,Hendon Rugby Football Club,"Hendon Rugby Football Club,  Greenlands Lane, London",NW4 1RL,522925,190937.0,51.603873,-0.226415,Barnet
9039,85176,Hendon Sea Training Corps,"Hendon Sea Cadet Hall,  Cool Oak Lane, London",NW9 7ND,521646,187598.0,51.574134,-0.24603,Barnet
9040,85185,Hind & Hart,"Hind And Hart,  The Concourse, London",NW9 5XA,521641,190756.0,51.602516,-0.245009,Barnet
9041,85206,Hoop Lane Montessori School,"31 Hoop Lane, London",NW11 8BS,524979,187817.0,51.575365,-0.197882,Barnet
9042,85278,Joiners Arms,"Joiners Arms, 51 Ballards Lane, London",N3 1XP,525356,190939.0,51.603347,-0.191331,Barnet
9043,85304,Keenans,"Keenans, 87 Colney Hatch Lane, London",N10 1LR,528395,190587.0,51.5995,-0.147603,Barnet
9044,85334,Kings Head,"The Kings Head, 84 High Street, Barnet",EN5 5SN,524557,196497.0,51.653473,-0.200887,Barnet
9045,85370,Laboratory Spa & Health Club,"1 Hall Lane, London",NW4 4TJ,522289,190488.0,51.599968,-0.23575,Barnet
9046,85376,Lambo Bar,"The Tavern, 75 Cricklewood Lane, London",NW2 1HR,524334,186170.0,51.560706,-0.207767,Barnet
9047,85434,Lord Kitchener,"Lord Kitchener, 49 East Barnet Road, Barnet",EN4 8RN,526630,196142.0,51.64982,-0.171066,Barnet
9048,85439,Lucky 7 - Wine Bar,"7 Cricklewood Lane, London",NW2 1ET,523843,185784.0,51.557345,-0.214982,Barnet
9049,85450,Maccabi London Brady,"Rowley Lane Sports Ground,  Rowley Lane, Barnet",EN5 3HW,521494,196521.0,51.654358,-0.245132,Barnet
9050,85537,Mill Hill Golf Club,"Mill Hill Golf Club, 100 Barnet Way, London",NW7 3AL,521007,193656.0,51.628706,-0.253159,Barnet
9051,85541,Mill Hill Rugby Club,"Mill Hill Rugby Football Club,  Champions Way, London",NW7 2EQ,522526,191036.0,51.604841,-0.232139,Barnet
9052,85543,Mill Hill Services Club,"Mill Hill Services Club Ltd, 11 Hartley Avenue, London",NW7 2HX,521714,192158.0,51.615101,-0.243484,Barnet
9053,85544,Mill Hill Sports Club,"The Orion Primary School,  Grahame Park Way, London",NW7 2AL,521453,191339.0,51.607796,-0.24752,Barnet
9054,85546,Mill Hill Village Sports Club,"The Mill Hill Cricket Club,  Burtonhole Lane, London",NW7 1AS,523547,192816.0,51.620624,-0.216777,Barnet
9055,85612,New Barnet Community Centre,"50 Victoria Road, Barnet",EN4 9PF,526667,196232.0,51.650621,-0.170513,Barnet
9056,85630,North Middlesex Golf Club,"North Middlesex Golf Club,  Friern Barnet Lane, London",N20 0NL,527072,193053.0,51.621961,-0.165801,Barnet
9057,85648,Oak Hill Bowls Club,"Oak Hill Park,  Parkside Gardens, Barnet",EN4 8JS,528204,194649.0,51.636047,-0.148874,Barnet
9058,85659,O'Hanlons PH,"O'Hanlons, 210 West Hendon Broadway, London",NW9 7EE,522128,187945.0,51.577149,-0.238972,Barnet
9059,85662,Old Elizabethans Social Club,"Old Elizabethans (Barnet) Memorial Playing Field,  Mays Lane, Barnet",EN5 2AG,522678,194779.0,51.638437,-0.228636,Barnet
9060,85663,Old Fold Manor Artisans Golf Club,"Old Fold Manor Golf Club,  Old Fold Lane, Barnet",EN5 4QN,524569,197727.0,51.664515,-0.200276,Barnet
9061,85664,Old Fold Manor Golf Club,"Old Fold Manor Golf Club,  Old Fold Lane, Barnet",EN5 4QN,524569,197727.0,51.664515,-0.200276,Barnet
9062,85676,Orange Tree Public House,"Orange Tree, 7 Totteridge Village, London",N20 8NX,524930,193895.0,51.630007,-0.196426,Barnet
9063,85684,Osidge Arms,"Osidge Arms,  Hampden Square, London",N14 5JP,528662,194228.0,51.632159,-0.142414,Barnet
9064,85688,Oxi Football Club,"232 Woodhouse Road, London",N12 0RS,527308,191891.0,51.611474,-0.162815,Barnet
9065,85702,Papillion Lounge Bar,"The Market Place,  Falloden Way, London",NW11 6JJ,526002,188985.0,51.585643,-0.182709,Barnet
9066,85786,Powerleague Fives Limited,"Powerleague Soccer Centre, 31 Pursley Road, London",NW7 2BB,522890,191345.0,51.607539,-0.226777,Barnet
9067,85799,Prince Of Wales,"Prince Of Wales, 2 Church Hill Road, Barnet",EN4 8TB,527209,195239.0,51.641566,-0.16303,Barnet
9068,85812,Queens Arms,"Queens Arms,  Great North Road, Barnet",EN5 1AB,525464,195762.0,51.646658,-0.188061,Barnet
9069,85820,Railway Tavern,"Railway Tavern, 129 Hale Lane, London",NW7 3SB,520641,192276.0,51.616401,-0.258918,Barnet
9070,85821,Railway Tavern,"Railway Tavern, 3 East Barnet Road, Barnet",EN4 8RR,526395,196178.0,51.650187,-0.174448,Barnet
9071,85862,Royal British Legion,"38 Brookhill Road, Barnet",EN4 8SL,527265,195531.0,51.644177,-0.162115,Barnet
9072,85879,Safari Club,"Highwood Court, 975 High Road, London",N12 8QR,526302,193031.0,51.621936,-0.176925,Barnet
9073,85919,Sebright Arms,"Sebright Arms, 9 Alston Road, Barnet",EN5 4ET,524086,196779.0,51.656111,-0.207592,Barnet
9074,85970,South Herts Golf Club,"South Herts Golf Club,  Links Drive, London",N20 8QU,525512,194174.0,51.632376,-0.187922,Barnet
9075,85972,Southover Pre School,"Old Finchleians Club, 12 Southover, London",N12 7JE,525371,192704.0,51.619205,-0.190484,Barnet
9076,85994,St Barnabas,"St Barnabas Church,  Holden Road, London",N12 7DN,525618,192492.0,51.617254,-0.186993,Barnet
9077,85996,St Edwards Church Social Club,"St Edward The Confessor Roman Catholic Church, 700 Finchley Road, London",NW11 7NE,525072,187928.0,51.576351,-0.196501,Barnet
9078,86018,St Peter's Social Club,"63 Somerset Road, Barnet",EN5 1RF,526217,195953.0,51.648205,-0.1771,Barnet
9079,86084,Tally Ho Public House,"749 High Road, London",N12 0BP,526359,192121.0,51.613746,-0.17643,Barnet
9080,86106,Templars Lawn Tennis Club,"Templars Lawn Tennis Club,  St Andrews Road, London",NW11 0PJ,524783,188117.0,51.578113,-0.200602,Barnet
9081,86134,The Adam & Eve,"Adam And Eve,  The Ridgeway, London",NW7 1RL,523455,192329.0,51.616258,-0.218277,Barnet
9082,86135,The Alexandra,"The Alexandra, 1 Church Lane, London",N2 8DX,526860,189965.0,51.594258,-0.169978,Barnet
9083,86138,The Arena Club,"17 Central Circus, London",NW4 3AS,522958,188632.0,51.583142,-0.226746,Barnet
9084,86139,The Arkley,"The Arkley Public House, 2 Barnet Road, Barnet",EN5 3EP,523198,196318.0,51.652155,-0.220585,Barnet
9085,86144,The Beaufort,"2 Heritage Avenue, London",NW9 5AA,521806,190094.0,51.596531,-0.242857,Barnet
9086,86147,The Black Horse,"The Black Horse, 92 Wood Street, Barnet",EN5 4BW,524282,196473.0,51.653318,-0.204868,Barnet
9087,86148,The Bodhran PH,"3 Vivian Avenue, London",NW4 3UT,522857,188556.0,51.582481,-0.228229,Barnet
9088,86149,The Bohemia,"762 High Road, London",N12 9QH,526360,192309.0,51.615435,-0.176348,Barnet
9089,86152,The Bridge Tavern,"9 The Broadway, London",NW7 3LN,521337,192053.0,51.614238,-0.248948,Barnet
9090,86158,The Chandos Arms,"The New Chandos, 31 Colindale Avenue, London",NW9 5DS,520914,189693.0,51.59312,-0.255881,Barnet
9091,86159,The Chequers PH,"The Chequers, 20 Church End, London",NW4 4JT,522912,189526.0,51.591187,-0.227097,Barnet
9092,86162,The Claddagh Ring,"The Claddagh Ring, 10 Church Road, London",NW4 4EA,522982,189415.0,51.590174,-0.226126,Barnet
9093,86163,The Cock & Dragon,"The Cock And Dragon,  Chalk Lane, Enfield",EN4 9HU,527760,196693.0,51.654507,-0.154541,Barnet
9094,86174,The Dick Turpin,"Tavern Lodge, 383 Long Lane, London",N2 8JW,526393,190058.0,51.595198,-0.176682,Barnet
9095,86175,The Dignity,"363 Regents Park Road, London",N3 1DH,525126,190659.0,51.600882,-0.19475,Barnet
9096,86181,The Five Bells,"Five Bells, 165 East End Road, London",N2 0LZ,526738,189520.0,51.590286,-0.171898,Barnet
9097,86187,The Gate Public House,"The Gate, 195 Barnet Road, Barnet",EN5 3LA,521713,195155.0,51.642026,-0.242443,Barnet
9098,86188,The Gower Club,"University College School Sports Ground,  Ranulf Road, London",NW2 2BS,524812,185915.0,51.558309,-0.200966,Barnet
9099,86190,The Greek Chef,"Glebelands Indoor Bowls Club,  Summers Lane, London",N12 0PD,526634,191269.0,51.606027,-0.172783,Barnet
9100,86193,The Griffin,"The Griffin, 1262 High Road, London",N20 9HH,526436,193980.0,51.630444,-0.174648,Barnet
9101,86197,The Hendon,"The Hendon, 377 Hendon Way, London",NW4 3LP,522940,188442.0,51.581439,-0.227072,Barnet
9102,86206,The Jolly Badger,"128 Hale Lane, Edgware",HA8 9RZ,520492,192369.0,51.617259,-0.261037,Barnet
9103,86220,The Lord Nelson,"14 West End Lane, Barnet",EN5 2SA,523874,196357.0,51.652357,-0.210804,Barnet
9104,86223,The Midland Hotel,"The Midland Hotel Public House, 29 Station Road, London",NW4 4PN,522225,188344.0,51.580713,-0.23742,Barnet
9105,86224,The Minstrel Boy,"The Minstrel Boy, 156 Colney Hatch Lane, London",N10 1ER,528462,190549.0,51.599143,-0.14665,Haringey
9106,86225,The Moon Under  Water,"Varley Parade,  The Hyde, London",NW9 6RR,521273,189061.0,51.587362,-0.250905,Barnet
9107,86232,The Old White Lion,"Old White Lion, 121 Great North Road, London",N2 0NW,527241,189205.0,51.587342,-0.164756,Barnet
9108,86234,The Original Brewing Co,"Great North Leisure Park,  Chaplin Square, London",N12 0GL,526582,191132.0,51.604808,-0.173568,Barnet
9109,86237,The Pavillion Bar,"Barnet Cricket And Hockey Club,  Barnet Lane, Barnet",EN5 2DN,525124,195663.0,51.645852,-0.192993,Barnet
9110,86241,The Red Filly,"Thornfield Parade,  Holders Hill Road, London",NW7 1LN,524243,191037.0,51.604483,-0.207358,Barnet
9111,86242,The Refectory,"The Refectory, 911 Finchley Road, London",NW11 7PE,525090,187658.0,51.57392,-0.196338,Barnet
9112,86246,The Rising Sun,"137 Marsh Lane, London",NW7 3EY,520725,193061.0,51.62342,-0.257436,Barnet
9113,86250,The Royal British Legion,"New Edgware Royal British Legion Club,  Parnell Close, Edgware",HA8 8YE,520013,192966.0,51.622718,-0.267763,Barnet
9114,86256,The Spaniards Inn,"The Spaniards Inn,  Spaniards Road, London",NW3 7JJ,526638,187232.0,51.569738,-0.174166,Barnet
9115,86271,The Village Royal British Legion,"St Johns Buildings,  Friern Barnet Road, London",N11 3DP,527866,192127.0,51.613459,-0.154675,Barnet
9116,86275,The Weavers,"Greenhill Parade,  Great North Road, Barnet",EN5 1EU,525590,195701.0,51.64609,-0.186262,Barnet
9117,86277,The Windsor Castle,"Windsor Castle,  The Walks, London",N2 8DL,526778,189888.0,51.593584,-0.171189,Barnet
9118,86278,The Woodhouse,"230 Woodhouse Road, London",N12 0RS,527308,191891.0,51.611474,-0.162815,Barnet
9119,86280,The York Arms,"York Arms, 310 Oakleigh Road North, London",N20 0DH,527538,193417.0,51.625127,-0.15894,Barnet
9120,86282,Three Hammers Public House,"Three Hammers,  Hammers Lane, London",NW7 4EA,522336,192822.0,51.620942,-0.234258,Barnet
9121,86283,Three Horseshoes Public House,"Three Horseshoes, 1166 High Road, London",N20 0RA,526426,193606.0,51.627076,-0.174928,Barnet
9122,86291,Toby Carvery,"Toby Carvery, 31 High Street, Barnet",EN5 5UW,524632,196424.0,51.6528,-0.199829,Barnet
9123,86293,Tommy Flynn's,"Finchley Tavern, 686 High Road, London",N12 9PT,526424,192019.0,51.612815,-0.175543,Barnet
9124,86294,Toolans,"866 High Road, London",N12 9RH,526346,192679.0,51.618772,-0.176431,Barnet
9125,86301,Totteridge Cricket Club,"Totteridge Cricket Club,  Totteridge Green, London",N20 8PB,525092,193664.0,51.627895,-0.194169,Barnet
9126,86303,Totteridge Tennis Club,"Totteridge Tennis Club,  Great Bushey Drive, London",N20 8QL,525943,194228.0,51.632783,-0.181678,Barnet
9127,86343,Virgin Active,"34 Langstone Way, London",NW7 1GU,524018,191390.0,51.607696,-0.210481,Barnet
9128,86344,Virgin Active - Friern Barnet,"Princess Park Manor,  Royal Drive, London",N11 3BG,528339,192064.0,51.612786,-0.147871,Barnet
9129,86345,Virgin Active Cricklewood,"108 Cricklewood Lane, London",NW2 2DS,524202,186012.0,51.559324,-0.209726,Barnet
9130,86363,Wallace Bar,"1023 Finchley Road, London",NW11 7ES,524928,188282.0,51.579555,-0.198453,Barnet
9131,86368,Waterfall Tennis Club,"The Pavilion,  Pymmes Green Road, London",N11 1DD,528995,193231.0,51.623132,-0.137972,Barnet
9132,86377,West Finchley Bowling Club,"6 Dudley Road, London",N3 2QR,525772,190224.0,51.596829,-0.185583,Barnet
9133,86384,White Lion,"The White Lion, 50 St Albans Road, Barnet",EN5 4LA,524315,197005.0,51.658092,-0.204203,Barnet
9134,86389,Wilf Slack Sports Club,"19 East End Road, London",N3 2SU,525359,190184.0,51.596561,-0.191557,Barnet
9135,86392,Wingate & Finchley FC,"Wingate And Finchley Football Club,  Summers Lane, London",N12 0PD,526634,191269.0,51.606027,-0.172783,Barnet
9136,86408,Woodside Park Club,"Woodside Park Club,  Southover, London",N12 7JG,525330,192778.0,51.61988,-0.191049,Barnet
9137,86419,Ye Olde Mitre Inne,"Ye Olde Mitre Inne, 58 High Street, Barnet",EN5 5SJ,524650,196459.0,51.653111,-0.199557,Barnet
9138,86420,Ye Olde Monken Holt,"Ye Olde Monken Holt, 193 High Street, Barnet",EN5 5SU,524503,196978.0,51.657808,-0.201496,Barnet
9139,86485,Arcadia Lounge Bar,"247 Broadway, Bexleyheath, Kent",DA6 8DB,548624,175331.0,51.457454,0.137831,Bexley
9140,86510,Bar Lorca,"61-63 Bexley High Street, Bexley, Kent",DA5 1AA,549520,173614.0,51.441791,0.149978,Bexley
9141,86512,Barge Pole Public House,"32 Coralline Walk, Abbey Wood, London",SE2 9SU,547383,179487.0,51.495121,0.121714,Bexley
9142,86514,Barnehurst Golf Club,"Barnehurst Golf Course, Mayplace Road East, Bexleyheath, Kent",DA7 6JU,550795,175717.0,51.460348,0.169205,Bexley
9143,86522,Bear & Ragged Staff,"2 London Road, Crayford, Kent",DA1 4BH,551370,174784.0,51.451812,0.177091,Bexley
9144,86529,Bellegrove Social Club,"90 Bellegrove Road, Welling, Kent",DA16 3QD,546093,175938.0,51.463566,0.101678,Bexley
9145,86537,Belvedere North Conservative Club,"2 Paroma Road, Belvedere, Kent",DA17 5AA,549169,179056.0,51.49078,0.147241,Bexley
9146,86538,Belvedere Social Club,"27-35 Nuxley Road, Belvedere, Kent",DA17 5JQ,549148,178138.0,51.482537,0.146551,Bexley
9147,86539,Belvedere Sports & Social Club,"Belvedere Sports Club, 101A Woolwich Road, Abbey Wood, London",SE2 0DY,548451,178167.0,51.482981,0.136519,Bexley
9148,86541,Belvedere Working Men's Club,"66 Gilbert Road, Belvedere, Kent",DA17 5DA,549124,179130.0,51.491457,0.146624,Bexley
9149,86549,Bexley & Sidcup Conservative Club,"19 Station Road, Sidcup, Kent",DA15 7EB,546160,171978.0,51.427957,0.101008,Bexley
9150,86551,Bexley And Lewisham Sea Cadets (TS Caprice),"Bexleyheath Sea Cadets Headquarters, Trinity Place, Bexleyheath, Kent",DA6 7AY,548685,175410.0,51.458147,0.138741,Bexley
9151,86557,Bexley Deaf Club,"Inspire Community Centre, Whitehall Lane, Erith, Kent",DA8 2DH,551803,176432.0,51.466503,0.184024,Bexley
9152,86565,Bexley Lawn Tennis & Squash Club,"Parkhurst Road, Bexley, Kent",DA5 1AX,549391,173956.0,51.444888,0.148267,Bexley
9153,86570,Bexleyheath And District Club For The Disabled,"Barton Close, Bexleyheath, Kent",DA6 8JP,548275,174871.0,51.453411,0.132618,Bexley
9154,86573,Bexleyheath Conservative Club,"151 Broadway, Bexleyheath, Kent",DA6 7EZ,548922,175273.0,51.456845,0.142092,Bexley
9155,86574,Bexleyheath Golf Club,"Mount Road, Bexleyheath, Kent",DA6 8JS,548052,174724.0,51.452149,0.12935,Bexley
9156,86576,Bexleyheath Working Mens Club,"Royal Oak Road, Bexleyheath, Kent",DA6 7HG,548921,175094.0,51.455237,0.142002,Bexley
9157,86580,Black Horse Public House,"63 Albert Road, Bexley, Kent",DA5 1NT,549502,174011.0,51.445362,0.149902,Bexley
